"boatID","days1","days2","midTrips","boatType","boatCode","paintType","paintRating","wetWeight","LocID","Location","LocCode","samLab","wetWeight1","wetWeight2"
"206",9,1,251,35,"Yacht",2,"Self-polishing",NA,0.5,"IB","Internal spaces",3,"Sink intake (port #4)",FALSE,TRUE
"207",9,1,251,35,"Yacht",2,"Self-polishing",NA,0.5,"IB","Internal spaces",3,"Sink outlet (port #2)",FALSE,TRUE
"208",9,1,251,35,"Yacht",2,"Self-polishing",NA,0.5,"IA","Internal spaces",3,"Sink outlet water",FALSE,TRUE
"209",9,1,251,35,"Yacht",2,"Self-polishing",NA,0.5,"IB","Internal spaces",3,"Toilet inlet starboard scrape",FALSE,TRUE
"210",9,1,251,35,"Yacht",2,"Self-polishing",NA,0.5,"IA","Internal spaces",3,"Toilet inlet starboard water",FALSE,TRUE
"211",9,1,251,35,"Yacht",2,"Self-polishing",NA,0.5,"IA","Internal spaces",3,"Toilet outlet starboard water",FALSE,TRUE
"212",9,1,251,35,"Yacht",2,"Self-polishing",NA,1.94,"HK","Wet Hull",1,"Paddle wheel",TRUE,FALSE
"213",9,1,251,35,"Yacht",2,"Self-polishing",NA,2,"IB","Internal spaces",3,"Toilet outlet starboard scape",TRUE,FALSE
"214",9,1,251,35,"Yacht",2,"Self-polishing",NA,2.12,"HH","Wet Hull",1,"Depth sounder",TRUE,FALSE
"215",9,1,251,35,"Yacht",2,"Self-polishing",NA,3.12,"IB","Internal spaces",3,"Self bailer port",TRUE,FALSE
"216",9,1,251,35,"Yacht",2,"Self-polishing",NA,6.1,"HD","Wet Hull",1,"Engine intake starboard",TRUE,FALSE
"217",9,1,251,35,"Yacht",2,"Self-polishing",NA,6.76,"PJ","Rudder",2,"Rudder port",TRUE,FALSE
"218",9,1,251,35,"Yacht",2,"Self-polishing",NA,11.2,"PA","Propeller",2,"Propeller shaft",TRUE,FALSE
"219",9,1,251,35,"Yacht",2,"Self-polishing",NA,11.97,"HP","Wet Hull",1,"Hull 6 port keel",TRUE,FALSE
"220",9,1,251,35,"Yacht",2,"Self-polishing",NA,13.9,"HP","Wet Hull",1,"Hull 1 starboard stern keel",TRUE,FALSE
"221",9,1,251,35,"Yacht",2,"Self-polishing",NA,15.05,"HA","Wet Hull",1,"Hull 5 port midship",TRUE,FALSE
"222",9,1,251,35,"Yacht",2,"Self-polishing",NA,15.6,"PJ","Rudder",2,"Rudder Starboard",TRUE,FALSE
"223",9,1,251,35,"Yacht",2,"Self-polishing",NA,17.4,"HA","Wet Hull",1,"Hull 2 starboard midship",TRUE,FALSE
"224",9,1,251,35,"Yacht",2,"Self-polishing",NA,26.8,"PB","Propeller",2,"Propeller",TRUE,FALSE
"225",9,1,251,35,"Yacht",2,"Self-polishing",NA,33.04,"HA","Wet Hull",1,"Hull 4 port bow",TRUE,FALSE
"226",9,1,251,35,"Yacht",2,"Self-polishing",NA,58.5,"HA","Wet Hull",1,"Hull 3 starboard bow",TRUE,FALSE
"227",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"HAC","Dry Hull",1,NA,FALSE,TRUE
"228",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"HZ","Wet Hull",1,NA,FALSE,TRUE
"229",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"IH","Internal spaces",3,NA,FALSE,TRUE
"230",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"II","Internal spaces",3,NA,FALSE,TRUE
"231",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"IV","Internal spaces",3,NA,FALSE,TRUE
"232",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"IW","Internal spaces",3,NA,FALSE,TRUE
"233",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"IX","Internal spaces",3,NA,FALSE,TRUE
"234",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"IY","Internal spaces",3,NA,FALSE,TRUE
"235",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"PA","Propeller",2,NA,FALSE,TRUE
"236",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"PB","Propeller",2,NA,FALSE,TRUE
"237",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"PC","Propeller",2,NA,FALSE,TRUE
"238",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"PF","Propeller",2,NA,FALSE,TRUE
"239",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"PG","Propeller",2,NA,FALSE,TRUE
"240",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"PM","Anchor",2,NA,FALSE,TRUE
"241",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0,"PN","Anchor",2,NA,FALSE,TRUE
"242",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"HAB","Wet Hull",1,"Anode #1 starboard",FALSE,TRUE
"243",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"HAB","Wet Hull",1,"Anode #3 port",FALSE,TRUE
"244",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"HAB","Wet Hull",1,"Anode port side",FALSE,TRUE
"245",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"ID","Internal spaces",3,"Bilge (closed) water",FALSE,TRUE
"246",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"IF","Internal spaces",3,"Engine colling intake H2O (port)",FALSE,TRUE
"247",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"IF","Internal spaces",3,"Engine cooling water intake (starboard) water",FALSE,TRUE
"248",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"HA","Wet Hull",1,"Hull #1 starboard bow",FALSE,TRUE
"249",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"HA","Wet Hull",1,"Hull #2 starboard midship",FALSE,TRUE
"250",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"HP","Wet Hull",1,"Hull #3 starboard keel",FALSE,TRUE
"251",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"HA","Wet Hull",1,"Hull #4 port bow",FALSE,TRUE
"252",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"HA","Wet Hull",1,"Hull #5 port midship",FALSE,TRUE
"253",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"HP","Wet Hull",1,"Hull #6 port keel stern",FALSE,TRUE
"254",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"IB","Internal spaces",3,"Outlet #3 starboard",FALSE,TRUE
"255",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"IB","Internal spaces",3,"Outlet #4 starboard",FALSE,TRUE
"256",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"HD","Wet Hull",1,"Outlet #8 port (Engine cooling water intake scrape)",FALSE,TRUE
"257",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"HK","Wet Hull",1,"Paddle wheel starboard",FALSE,TRUE
"258",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"PJ","Rudder",2,"Rudder port",FALSE,TRUE
"259",10,NA,353,NA,"Motor cruiser",17,"Hard","Very Poor",0.5,"PJ","Rudder",2,"Rudder starboard",FALSE,TRUE
"260",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0,"IH","Internal spaces",3,NA,FALSE,TRUE
"261",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0,"II","Internal spaces",3,NA,FALSE,TRUE
"262",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0,"IN","Internal spaces",3,NA,FALSE,TRUE
"263",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0,"IP","Internal spaces",3,NA,FALSE,TRUE
"264",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0,"IQ","Internal spaces",3,NA,FALSE,TRUE
"265",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"HD","Wet Hull",1,"Circulating tank intake (Grate #8 starboard) water sample",FALSE,TRUE
"266",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"HD","Wet Hull",1,"Circulating tank intake (Grid port #7)",FALSE,TRUE
"267",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"IL","Internal spaces",3,"Circulating tank water sample (wet well)",FALSE,TRUE
"268",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"HP","Wet Hull",1,"Hull #1 starboard stern keel",FALSE,TRUE
"269",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"HA","Wet Hull",1,"Hull #2 starboard midship",FALSE,TRUE
"270",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"HA","Wet Hull",1,"Hull #3 starboard bow",FALSE,TRUE
"271",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"HA","Wet Hull",1,"Hull #5 port midship",FALSE,TRUE
"272",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"HA","Wet Hull",1,"Hull #6 port stern",FALSE,TRUE
"273",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"HAB","Wet Hull",1,"Port Anode #1",FALSE,TRUE
"274",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"IB","Internal spaces",3,"Port side intake #5",FALSE,TRUE
"275",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"PA","Propeller",2,"Propeller shaft port",FALSE,TRUE
"276",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"PA","Propeller",2,"Propeller shaft starboard",FALSE,TRUE
"277",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"PJ","Rudder",2,"Rudder port",FALSE,TRUE
"278",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"PJ","Rudder",2,"Rudder starboard",FALSE,TRUE
"279",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"PG","Propeller",2,"Stern tubes port",FALSE,TRUE
"280",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"PG","Propeller",2,"Stern tubes starboard",FALSE,TRUE
"281",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"IB","Internal spaces",3,"Toilet water intake (starboard #1)",FALSE,TRUE
"282",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"IB","Internal spaces",3,"Toilet water intake (starboard #2)",FALSE,TRUE
"283",11,34,20,12.5,"Fish",15,"Hard","Very Poor",0.5,"IB","Internal spaces",3,"Venturi for circulating tanks (#9 port)",FALSE,TRUE
"284",11,34,20,12.5,"Fish",15,"Hard","Very Poor",3.04,"IB","Internal spaces",3,"Circulating tank intake (starboard #8)",TRUE,FALSE
"285",11,34,20,12.5,"Fish",15,"Hard","Very Poor",5.3,"IB","Internal spaces",3,"Bilge system primer (starboard #3)",TRUE,FALSE
"286",11,34,20,12.5,"Fish",15,"Hard","Very Poor",5.44,"IB","Internal spaces",3,"Intake for desalination (drinking water) (#10 port)",TRUE,FALSE
"287",11,34,20,12.5,"Fish",15,"Hard","Very Poor",7.69,"IB","Internal spaces",3,"Bilge system primer (#4 port)",TRUE,FALSE
"288",11,34,20,12.5,"Fish",15,"Hard","Very Poor",10,"HD","Wet Hull",1,"Engine cooling water intake (starboard #5)",TRUE,FALSE
"289",11,34,20,12.5,"Fish",15,"Hard","Very Poor",15,"IB","Internal spaces",3,"Gen set intake (starboard #10)",TRUE,FALSE
"290",11,34,20,12.5,"Fish",15,"Hard","Very Poor",16,"HA","Wet Hull",1,"Hull #4 port bow",TRUE,FALSE
"291",11,34,20,12.5,"Fish",15,"Hard","Very Poor",57.77,"HA","Wet Hull",1,"Flat bottom hull",TRUE,FALSE
"292",11,34,20,12.5,"Fish",15,"Hard","Very Poor",84.57,"HZ","Wet Hull",1,"Marlin Board",TRUE,FALSE
"293",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"IB","Internal spaces",3,"#3 port Desal. water pickup",FALSE,TRUE
"294",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"HC","Wet Hull",1,"#5 Starboard (small bump)",FALSE,TRUE
"295",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"HH","Wet Hull",1,"#7 starboard (Depthsounder #2)",FALSE,TRUE
"296",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"IB","Internal spaces",3,"#8 Starboard (Bow thruster)",FALSE,TRUE
"297",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"IB","Internal spaces",3,"Bow thruster port",FALSE,TRUE
"298",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"IA","Internal spaces",3,"Deckwash water pickup water",FALSE,TRUE
"299",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"IA","Internal spaces",3,"Genset water pickup port water",FALSE,TRUE
"300",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"HA","Wet Hull",1,"Hull 1 starboard stern",FALSE,TRUE
"301",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"HP","Wet Hull",1,"Hull 2 starboard keel",FALSE,TRUE
"302",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"HA","Wet Hull",1,"Hull 3 starboard bow",FALSE,TRUE
"303",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"HP","Wet Hull",1,"Hull 5 port keel",FALSE,TRUE
"304",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"HD","Wet Hull",1,"Main engine inlet (#5 port)",FALSE,TRUE
"305",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"IF","Internal spaces",3,"Main engine intake port water",FALSE,TRUE
"306",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"IB","Internal spaces",3,"Port #7 sink drain",FALSE,TRUE
"307",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"IB","Internal spaces",3,"Port inlet/outlet #8",FALSE,TRUE
"308",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"PJ","Rudder",2,"Rudder port",FALSE,TRUE
"309",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"PJ","Rudder",2,"Rudder starboard",FALSE,TRUE
"310",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"IB","Internal spaces",3,"Starboard #2 deckwash water pickup scrape",FALSE,TRUE
"311",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"IB","Internal spaces",3,"Starboard #4 toilet outlet scrape",FALSE,TRUE
"312",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"IB","Internal spaces",3,"Starboard inlet/outlet #6",FALSE,TRUE
"313",12,42,79,15,"Yacht",2,"Ablative","Excellent",0.5,"PG","Propeller",2,"Stern tube",FALSE,TRUE
"314",12,42,79,15,"Yacht",2,"Ablative","Excellent",3.2,"IB","Internal spaces",3,"Genset water pickup (#4 port)",TRUE,FALSE
"315",12,42,79,15,"Yacht",2,"Ablative","Excellent",9.3,"PB","Propeller",2,"Propelller",TRUE,FALSE
"316",12,42,79,15,"Yacht",2,"Ablative","Excellent",9.65,"HA","Wet Hull",1,"Hull 6 port stern",TRUE,FALSE
"317",12,42,79,15,"Yacht",2,"Ablative","Excellent",11.64,"PA","Propeller",2,"Propeller shaft",TRUE,FALSE
"318",12,42,79,15,"Yacht",2,"Ablative","Excellent",12.95,"HA","Wet Hull",1,"Hull 4 port bow",TRUE,FALSE
"319",12,42,79,15,"Yacht",2,"Ablative","Excellent",27.85,"IB","Internal spaces",3,"Starboard #1 cockpit drain",TRUE,FALSE
"320",12,42,79,15,"Yacht",2,"Ablative","Excellent",29.34,"HAF","Wet Hull",1,"Radio earth plate (starboard #3)",TRUE,FALSE
"321",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0,"IN","Internal spaces",3,NA,FALSE,TRUE
"322",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0,"PM","Anchor",2,NA,FALSE,TRUE
"323",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0,"PN","Anchor",2,NA,FALSE,TRUE
"324",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0.5,"IH","Internal spaces",3,"Anchor well (pumped 15 min) water",FALSE,TRUE
"325",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0.5,"IH","Internal spaces",3,"Anchor well (scoped jar) water",FALSE,TRUE
"326",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0.5,"HAB","Wet Hull",1,"Anode #3 port",FALSE,TRUE
"327",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0.5,"HAB","Wet Hull",1,"Anode #3 starboard",FALSE,TRUE
"328",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0.5,"ID","Internal spaces",3,"Bilge (closed) water (about 9 litres)",FALSE,TRUE
"329",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0.5,"HD","Wet Hull",1,"Circulation tank strainer #1 (#2 grate Starboard)",FALSE,TRUE
"330",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0.5,"HP","Wet Hull",1,"Hull 1 starboard stern keel",FALSE,TRUE
"331",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0.5,"HA","Wet Hull",1,"Hull 2 starboard midship",FALSE,TRUE
"332",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0.5,"HP","Wet Hull",1,"Hull 6 port keel stern",FALSE,TRUE
"333",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0.5,"IL","Internal spaces",3,"Live catch circulation tank water",FALSE,TRUE
"334",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0.5,"HH","Wet Hull",1,"Transducer (#7) Starboard",FALSE,TRUE
"335",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",0.5,"IL","Internal spaces",3,"Wet well water",FALSE,TRUE
"336",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",2.5,"PJ","Rudder",2,"Rudder port",TRUE,FALSE
"337",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",4.28,"HH","Wet Hull",1,"Transducer (#5) Starboard",TRUE,FALSE
"338",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",4.3,"PH","Rudder",2,"Hull/Keel extension starboard",TRUE,FALSE
"339",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",5.2,"IB","Internal spaces",3,"Port #8 hole (toilet outlet)",TRUE,FALSE
"340",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",6.8,"HR","Wet Hull",1,"Port stabiliser",TRUE,FALSE
"341",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",7,"PH","Rudder",2,"Hull/Keel extension port",TRUE,FALSE
"342",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",9.22,"HA","Wet Hull",1,"Hull 5 Port Midship",TRUE,FALSE
"343",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",9.7,"HF","Wet Hull",1,"Port cooling pipes",TRUE,FALSE
"344",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",9.75,"IB","Internal spaces",3,"Circulation tank inlet (#1) Starboard",TRUE,FALSE
"345",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",10.2,"PJ","Rudder",2,"Rudder starboard",TRUE,FALSE
"346",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",14.05,"PA","Propeller",2,"Propeller shaft",TRUE,FALSE
"347",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",23.8,"HH","Wet Hull",1,"Port transducer (#2)",TRUE,FALSE
"348",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",26.3,"HA","Wet Hull",1,"Hull 3 starboard bow",TRUE,FALSE
"349",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",40.5,"HA","Wet Hull",1,"Hull 4 port bow",TRUE,FALSE
"350",13,13,4,18.5,"Fish",15,"Self-polishing","Excellent",86.2,"PB","Propeller",2,"Propeller",TRUE,FALSE
"351",14,44,6,12.5,"Yacht",2,"Ablative","Good",0,"HAC","Dry Hull",1,NA,FALSE,TRUE
"352",14,44,6,12.5,"Yacht",2,"Ablative","Good",0,"HX","Wet Hull",1,NA,FALSE,TRUE
"353",14,44,6,12.5,"Yacht",2,"Ablative","Good",0,"HY","Dry Hull",1,NA,FALSE,TRUE
"354",14,44,6,12.5,"Yacht",2,"Ablative","Good",0,"IH","Internal spaces",3,NA,FALSE,TRUE
"355",14,44,6,12.5,"Yacht",2,"Ablative","Good",0,"II","Internal spaces",3,NA,FALSE,TRUE
"356",14,44,6,12.5,"Yacht",2,"Ablative","Good",0,"PM","Anchor",2,NA,FALSE,TRUE
"357",14,44,6,12.5,"Yacht",2,"Ablative","Good",0,"PN","Anchor",2,NA,FALSE,TRUE
"358",14,44,6,12.5,"Yacht",2,"Ablative","Good",0.5,"ID","Internal spaces",3,"Bilge water",FALSE,TRUE
"359",14,44,6,12.5,"Yacht",2,"Ablative","Good",0.5,"IF","Internal spaces",3,"Engine cooling water",FALSE,TRUE
"360",14,44,6,12.5,"Yacht",2,"Ablative","Good",0.5,"HP","Wet Hull",1,"Hull 1 starboard stern keel",FALSE,TRUE
"361",14,44,6,12.5,"Yacht",2,"Ablative","Good",0.5,"HA","Wet Hull",1,"Hull 2 starboard midship",FALSE,TRUE
"362",14,44,6,12.5,"Yacht",2,"Ablative","Good",0.5,"HA","Wet Hull",1,"Hull 5 Port Midship",FALSE,TRUE
"363",14,44,6,12.5,"Yacht",2,"Ablative","Good",0.5,"HA","Wet Hull",1,"Hull 6 port stern",FALSE,TRUE
"364",14,44,6,12.5,"Yacht",2,"Ablative","Good",0.5,"IB","Internal spaces",3,"Port #2 outlet",FALSE,TRUE
"365",14,44,6,12.5,"Yacht",2,"Ablative","Good",0.5,"IB","Internal spaces",3,"Port #3",FALSE,TRUE
"366",14,44,6,12.5,"Yacht",2,"Ablative","Good",0.5,"IB","Internal spaces",3,"Port #4",FALSE,TRUE
"367",14,44,6,12.5,"Yacht",2,"Ablative","Good",0.5,"IB","Internal spaces",3,"Port #7 sink drain",FALSE,TRUE
"368",14,44,6,12.5,"Yacht",2,"Ablative","Good",0.5,"PA","Propeller",2,"Propeller shaft",FALSE,TRUE
"369",14,44,6,12.5,"Yacht",2,"Ablative","Good",0.5,"HC","Wet Hull",1,"Starboard #1 plug (transducer)",FALSE,TRUE
"370",14,44,6,12.5,"Yacht",2,"Ablative","Good",0.5,"HD","Wet Hull",1,"Starboard #2 engine cooling inlet",FALSE,TRUE
"371",14,44,6,12.5,"Yacht",2,"Ablative","Good",4.62,"HAB","Wet Hull",1,"Starboard anode",TRUE,FALSE
"372",14,44,6,12.5,"Yacht",2,"Ablative","Good",15.43,"HA","Wet Hull",1,"Hull 4 port bow",TRUE,FALSE
"373",14,44,6,12.5,"Yacht",2,"Ablative","Good",16.11,"PB","Propeller",2,"Propeller",TRUE,FALSE
"374",14,44,6,12.5,"Yacht",2,"Ablative","Good",21.98,"HL","Wet Hull",1,"Keel block space",TRUE,FALSE
"375",14,44,6,12.5,"Yacht",2,"Ablative","Good",33.58,"HA","Wet Hull",1,"Hull 3 starboard bow",TRUE,FALSE
"376",14,44,6,12.5,"Yacht",2,"Ablative","Good",33.68,"PJ","Rudder",2,"Rudder top",TRUE,FALSE
"377",14,44,6,12.5,"Yacht",2,"Ablative","Good",53.67,"PH","Rudder",2,"Keel extension",TRUE,FALSE
"378",15,237,435,8,"Yacht",2,"Ablative","Good",0,"DA","Deck",4,NA,FALSE,TRUE
"379",15,237,435,8,"Yacht",2,"Ablative","Good",0,"DD","Deck",4,NA,FALSE,TRUE
"380",15,237,435,8,"Yacht",2,"Ablative","Good",0,"DH","Deck",4,NA,FALSE,TRUE
"381",15,237,435,8,"Yacht",2,"Ablative","Good",0,"HAC","Dry Hull",1,NA,FALSE,TRUE
"382",15,237,435,8,"Yacht",2,"Ablative","Good",0,"HZ","Wet Hull",1,NA,FALSE,TRUE
"383",15,237,435,8,"Yacht",2,"Ablative","Good",0,"IH","Internal spaces",3,NA,FALSE,TRUE
"384",15,237,435,8,"Yacht",2,"Ablative","Good",0,"II","Internal spaces",3,NA,FALSE,TRUE
"385",15,237,435,8,"Yacht",2,"Ablative","Good",0,"PM","Anchor",2,NA,FALSE,TRUE
"386",15,237,435,8,"Yacht",2,"Ablative","Good",0,"PN","Anchor",2,NA,FALSE,TRUE
"387",15,237,435,8,"Yacht",2,"Ablative","Good",0.5,"ID","Internal spaces",3,"Bilge water sample",FALSE,TRUE
"388",15,237,435,8,"Yacht",2,"Ablative","Good",0.5,"IF","Internal spaces",3,"Engine intake water",FALSE,TRUE
"389",15,237,435,8,"Yacht",2,"Ablative","Good",0.5,"HAB","Wet Hull",1,"Starboard anode",FALSE,TRUE
"390",15,237,435,8,"Yacht",2,"Ablative","Good",0.5,"HD","Wet Hull",1,"Water intake for engine (Starboard #3)",FALSE,TRUE
"391",15,237,435,8,"Yacht",2,"Ablative","Good",4.5,"IB","Internal spaces",3,"Toilet outlet (Starboard #2)",TRUE,FALSE
"392",15,237,435,8,"Yacht",2,"Ablative","Good",4.7,"HK","Wet Hull",1,"Impellor/log (starboard #1)",TRUE,FALSE
"393",15,237,435,8,"Yacht",2,"Ablative","Good",15.02,"HK","Wet Hull",1,"Old log starboard",TRUE,FALSE
"394",15,237,435,8,"Yacht",2,"Ablative","Good",38.9,"HP","Wet Hull",1,"Hull 5 port midship keel",TRUE,FALSE
"395",15,237,435,8,"Yacht",2,"Ablative","Good",39,"HAB","Wet Hull",1,"Port anode broken",TRUE,FALSE
"396",15,237,435,8,"Yacht",2,"Ablative","Good",46.4,"PA","Propeller",2,"Propeller shaft",TRUE,FALSE
"397",15,237,435,8,"Yacht",2,"Ablative","Good",50.15,"PJ","Rudder",2,"Rudder Port",TRUE,FALSE
"398",15,237,435,8,"Yacht",2,"Ablative","Good",53,"PJ","Rudder",2,"Rudder starboard",TRUE,FALSE
"399",15,237,435,8,"Yacht",2,"Ablative","Good",68.5,"HP","Wet Hull",1,"Hull 2 starboard midship keel",TRUE,FALSE
"400",15,237,435,8,"Yacht",2,"Ablative","Good",73.1,"HH","Wet Hull",1,"Depth sounder and log Port",TRUE,FALSE
"401",15,237,435,8,"Yacht",2,"Ablative","Good",155,"HA","Wet Hull",1,"Hull 4 port bow",TRUE,FALSE
"402",15,237,435,8,"Yacht",2,"Ablative","Good",164.26,"HA","Wet Hull",1,"Hull 1 starboard stern",TRUE,FALSE
"403",15,237,435,8,"Yacht",2,"Ablative","Good",195,"HA","Wet Hull",1,"Hull 6 port stern",TRUE,FALSE
"404",15,237,435,8,"Yacht",2,"Ablative","Good",272.57,"HA","Wet Hull",1,"Hull 3 starboard bow",TRUE,FALSE
"405",15,237,435,8,"Yacht",2,"Ablative","Good",740,"HX","Wet Hull",1,"Flat bottom hull",TRUE,FALSE
"406",15,237,435,8,"Yacht",2,"Ablative","Good",990,"PB","Propeller",2,"Propeller",TRUE,FALSE
"407",16,6,282,3.5,"Motor cruiser",17,"Ablative","Good",0,"DA","Deck",4,NA,FALSE,TRUE
"408",16,6,282,3.5,"Motor cruiser",17,"Ablative","Good",0,"PM","Anchor",2,NA,FALSE,TRUE
"409",16,6,282,3.5,"Motor cruiser",17,"Ablative","Good",0,"PN","Anchor",2,NA,FALSE,TRUE
"410",16,6,282,3.5,"Motor cruiser",17,"Ablative","Good",0.5,"IB","Internal spaces",3,"#1 Starboard outlet/inlet",FALSE,TRUE
"411",16,6,282,3.5,"Motor cruiser",17,"Ablative","Good",0.5,"IH","Internal spaces",3,"Chain locker (Anchor well)",FALSE,TRUE
